,id_A,id_B,strain_A,strain_B,opa_gene_num_A,opa_gene_num_B,distance
4922,FDAARGOS_205_opa_5,FDAARGOS_205_opa_6,FDAARGOS_205,FDAARGOS_205,5,6,0.1260744985673352
4923,FDAARGOS_205_opa_5,FDAARGOS_205_opa_7,FDAARGOS_205,FDAARGOS_205,5,7,0.20916905444126077
4924,FDAARGOS_205_opa_5,FDAARGOS_205_opa_8,FDAARGOS_205,FDAARGOS_205,5,8,0.20916905444126077
4925,FDAARGOS_205_opa_5,FDAARGOS_205_opa_9,FDAARGOS_205,FDAARGOS_205,5,9,0.17191977077363896
4926,FDAARGOS_205_opa_5,FDAARGOS_205_opa_10,FDAARGOS_205,FDAARGOS_205,5,10,0.24068767908309452
4927,FDAARGOS_205_opa_5,FDAARGOS_205_opa_11,FDAARGOS_205,FDAARGOS_205,5,11,0.18624641833810884
4928,FDAARGOS_205_opa_6,FDAARGOS_205_opa_7,FDAARGOS_205,FDAARGOS_205,6,7,0.1919770773638968
4929,FDAARGOS_205_opa_6,FDAARGOS_205_opa_8,FDAARGOS_205,FDAARGOS_205,6,8,0.1919770773638968
4930,FDAARGOS_205_opa_6,FDAARGOS_205_opa_9,FDAARGOS_205,FDAARGOS_205,6,9,0.1404011461318052
4931,FDAARGOS_205_opa_6,FDAARGOS_205_opa_10,FDAARGOS_205,FDAARGOS_205,6,10,0.22349570200573066
4932,FDAARGOS_205_opa_6,FDAARGOS_205_opa_11,FDAARGOS_205,FDAARGOS_205,6,11,0.18338108882521487
4933,FDAARGOS_205_opa_7,FDAARGOS_205_opa_8,FDAARGOS_205,FDAARGOS_205,7,8,0.0
4934,FDAARGOS_205_opa_7,FDAARGOS_205_opa_9,FDAARGOS_205,FDAARGOS_205,7,9,0.24068767908309452
4935,FDAARGOS_205_opa_7,FDAARGOS_205_opa_10,FDAARGOS_205,FDAARGOS_205,7,10,0.04011461318051579
4936,FDAARGOS_205_opa_7,FDAARGOS_205_opa_11,FDAARGOS_205,FDAARGOS_205,7,11,0.15186246418338112
4937,FDAARGOS_205_opa_8,FDAARGOS_205_opa_9,FDAARGOS_205,FDAARGOS_205,8,9,0.24068767908309452
4938,FDAARGOS_205_opa_8,FDAARGOS_205_opa_10,FDAARGOS_205,FDAARGOS_205,8,10,0.04011461318051579
4939,FDAARGOS_205_opa_8,FDAARGOS_205_opa_11,FDAARGOS_205,FDAARGOS_205,8,11,0.15186246418338112
4940,FDAARGOS_205_opa_9,FDAARGOS_205_opa_10,FDAARGOS_205,FDAARGOS_205,9,10,0.23495702005730656
4941,FDAARGOS_205_opa_9,FDAARGOS_205_opa_11,FDAARGOS_205,FDAARGOS_205,9,11,0.21489971346704873
4942,FDAARGOS_205_opa_10,FDAARGOS_205_opa_11,FDAARGOS_205,FDAARGOS_205,10,11,0.18624641833810884
4943,FDAARGOS_207_opa_1,FDAARGOS_207_opa_2,FDAARGOS_207,FDAARGOS_207,1,2,0.18911174785100282
4944,FDAARGOS_207_opa_1,FDAARGOS_207_opa_3,FDAARGOS_207,FDAARGOS_207,1,3,0.21203438395415475
4945,FDAARGOS_207_opa_1,FDAARGOS_207_opa_4,FDAARGOS_207,FDAARGOS_207,1,4,0.18624641833810884
4946,FDAARGOS_207_opa_1,FDAARGOS_207_opa_5,FDAARGOS_207,FDAARGOS_207,1,5,0.13467048710601714
4947,FDAARGOS_207_opa_1,FDAARGOS_207_opa_6,FDAARGOS_207,FDAARGOS_207,1,6,0.025787965616045794
4948,FDAARGOS_207_opa_1,FDAARGOS_207_opa_7,FDAARGOS_207,FDAARGOS_207,1,7,0.24068767908309452
4949,FDAARGOS_207_opa_1,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,1,8,0.17478510028653294
4950,FDAARGOS_207_opa_1,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,1,9,0.14613180515759316
4951,FDAARGOS_207_opa_1,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,1,10,0.23782234957020054
4952,FDAARGOS_207_opa_1,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,1,11,0.17478510028653294
4953,FDAARGOS_207_opa_2,FDAARGOS_207_opa_3,FDAARGOS_207,FDAARGOS_207,2,3,0.04871060171919772
4954,FDAARGOS_207_opa_2,FDAARGOS_207_opa_4,FDAARGOS_207,FDAARGOS_207,2,4,0.18338108882521487
4955,FDAARGOS_207_opa_2,FDAARGOS_207_opa_5,FDAARGOS_207,FDAARGOS_207,2,5,0.2177650429799427
4956,FDAARGOS_207_opa_2,FDAARGOS_207_opa_6,FDAARGOS_207,FDAARGOS_207,2,6,0.2063037249283668
4957,FDAARGOS_207_opa_2,FDAARGOS_207_opa_7,FDAARGOS_207,FDAARGOS_207,2,7,0.1805157593123209
4958,FDAARGOS_207_opa_2,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,2,8,0.17191977077363896
4959,FDAARGOS_207_opa_2,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,2,9,0.22349570200573066
4960,FDAARGOS_207_opa_2,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,2,10,0.1776504297994269
4961,FDAARGOS_207_opa_2,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,2,11,0.17191977077363896
4962,FDAARGOS_207_opa_3,FDAARGOS_207_opa_4,FDAARGOS_207,FDAARGOS_207,3,4,0.2177650429799427
4963,FDAARGOS_207_opa_3,FDAARGOS_207_opa_5,FDAARGOS_207,FDAARGOS_207,3,5,0.20343839541547282
4964,FDAARGOS_207_opa_3,FDAARGOS_207_opa_6,FDAARGOS_207,FDAARGOS_207,3,6,0.19484240687679089
4965,FDAARGOS_207_opa_3,FDAARGOS_207_opa_7,FDAARGOS_207,FDAARGOS_207,3,7,0.1776504297994269
4966,FDAARGOS_207_opa_3,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,3,8,0.20343839541547282
4967,FDAARGOS_207_opa_3,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,3,9,0.23782234957020054
4968,FDAARGOS_207_opa_3,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,3,10,0.17478510028653294
4969,FDAARGOS_207_opa_3,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,3,11,0.20343839541547282
4970,FDAARGOS_207_opa_4,FDAARGOS_207_opa_5,FDAARGOS_207,FDAARGOS_207,4,5,0.2063037249283668
4971,FDAARGOS_207_opa_4,FDAARGOS_207_opa_6,FDAARGOS_207,FDAARGOS_207,4,6,0.20916905444126077
4972,FDAARGOS_207_opa_4,FDAARGOS_207_opa_7,FDAARGOS_207,FDAARGOS_207,4,7,0.2578796561604585
4973,FDAARGOS_207_opa_4,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,4,8,0.034383954154727836
4974,FDAARGOS_207_opa_4,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,4,9,0.22636103151862463
4975,FDAARGOS_207_opa_4,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,4,10,0.26074498567335247
4976,FDAARGOS_207_opa_4,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,4,11,0.034383954154727836
4977,FDAARGOS_207_opa_5,FDAARGOS_207_opa_6,FDAARGOS_207,FDAARGOS_207,5,6,0.11747851002865328
4978,FDAARGOS_207_opa_5,FDAARGOS_207_opa_7,FDAARGOS_207,FDAARGOS_207,5,7,0.2550143266475645
4979,FDAARGOS_207_opa_5,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,5,8,0.19484240687679089
4980,FDAARGOS_207_opa_5,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,5,9,0.1404011461318052
4981,FDAARGOS_207_opa_5,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,5,10,0.2578796561604585
4982,FDAARGOS_207_opa_5,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,5,11,0.19484240687679089
4983,FDAARGOS_207_opa_6,FDAARGOS_207_opa_7,FDAARGOS_207,FDAARGOS_207,6,7,0.23495702005730656
4984,FDAARGOS_207_opa_6,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,6,8,0.19770773638968486
4985,FDAARGOS_207_opa_6,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,6,9,0.14613180515759316
4986,FDAARGOS_207_opa_6,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,6,10,0.2320916905444126
4987,FDAARGOS_207_opa_6,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,6,11,0.19770773638968486
4988,FDAARGOS_207_opa_7,FDAARGOS_207_opa_8,FDAARGOS_207,FDAARGOS_207,7,8,0.24068767908309452
4989,FDAARGOS_207_opa_7,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,7,9,0.2435530085959885
4990,FDAARGOS_207_opa_7,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,7,10,0.002865329512893977
4991,FDAARGOS_207_opa_7,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,7,11,0.24068767908309452
4992,FDAARGOS_207_opa_8,FDAARGOS_207_opa_9,FDAARGOS_207,FDAARGOS_207,8,9,0.2177650429799427
4993,FDAARGOS_207_opa_8,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,8,10,0.2435530085959885
4994,FDAARGOS_207_opa_8,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,8,11,0.0
4995,FDAARGOS_207_opa_9,FDAARGOS_207_opa_10,FDAARGOS_207,FDAARGOS_207,9,10,0.24068767908309452
4996,FDAARGOS_207_opa_9,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,9,11,0.2177650429799427
4997,FDAARGOS_207_opa_10,FDAARGOS_207_opa_11,FDAARGOS_207,FDAARGOS_207,10,11,0.2435530085959885
4998,FFF004_opa_1,FFF004_opa_2,FFF004,FFF004,1,2,0.13753581661891112
4999,FFF004_opa_1,FFF004_opa_3,FFF004,FFF004,1,3,0.13753581661891112
5000,FFF004_opa_1,FFF004_opa_4,FFF004,FFF004,1,4,0.24928366762177645
5001,FFF004_opa_1,FFF004_opa_5,FFF004,FFF004,1,5,0.1404011461318052
5002,FFF004_opa_1,FFF004_opa_6,FFF004,FFF004,1,6,0.2177650429799427
5003,FFF004_opa_1,FFF004_opa_7,FFF004,FFF004,1,7,0.2578796561604585
5004,FFF004_opa_1,FFF004_opa_8,FFF004,FFF004,1,8,0.2177650429799427
5005,FFF004_opa_1,FFF004_opa_9,FFF004,FFF004,1,9,0.12034383954154726
5006,FFF004_opa_1,FFF004_opa_10,FFF004,FFF004,1,10,0.2177650429799427
5007,FFF004_opa_1,FFF004_opa_11,FFF004,FFF004,1,11,0.25214899713467054
5008,FFF004_opa_2,FFF004_opa_3,FFF004,FFF004,2,3,0.0
5009,FFF004_opa_2,FFF004_opa_4,FFF004,FFF004,2,4,0.22349570200573066
5010,FFF004_opa_2,FFF004_opa_5,FFF004,FFF004,2,5,0.18338108882521487
5011,FFF004_opa_2,FFF004_opa_6,FFF004,FFF004,2,6,0.2320916905444126
5012,FFF004_opa_2,FFF004_opa_7,FFF004,FFF004,2,7,0.2292263610315186
5013,FFF004_opa_2,FFF004_opa_8,FFF004,FFF004,2,8,0.2320916905444126
5014,FFF004_opa_2,FFF004_opa_9,FFF004,FFF004,2,9,0.18911174785100282
5015,FFF004_opa_2,FFF004_opa_10,FFF004,FFF004,2,10,0.2320916905444126
5016,FFF004_opa_2,FFF004_opa_11,FFF004,FFF004,2,11,0.2320916905444126
5017,FFF004_opa_3,FFF004_opa_4,FFF004,FFF004,3,4,0.22349570200573066
5018,FFF004_opa_3,FFF004_opa_5,FFF004,FFF004,3,5,0.18338108882521487
5019,FFF004_opa_3,FFF004_opa_6,FFF004,FFF004,3,6,0.2320916905444126
5020,FFF004_opa_3,FFF004_opa_7,FFF004,FFF004,3,7,0.2292263610315186
5021,FFF004_opa_3,FFF004_opa_8,FFF004,FFF004,3,8,0.2320916905444126
5022,FFF004_opa_3,FFF004_opa_9,FFF004,FFF004,3,9,0.18911174785100282
5023,FFF004_opa_3,FFF004_opa_10,FFF004,FFF004,3,10,0.2320916905444126
5024,FFF004_opa_3,FFF004_opa_11,FFF004,FFF004,3,11,0.2320916905444126
5025,FFF004_opa_4,FFF004_opa_5,FFF004,FFF004,4,5,0.23495702005730656
5026,FFF004_opa_4,FFF004_opa_6,FFF004,FFF004,4,6,0.08309455587392545
5027,FFF004_opa_4,FFF004_opa_7,FFF004,FFF004,4,7,0.12320916905444124
5028,FFF004_opa_4,FFF004_opa_8,FFF004,FFF004,4,8,0.08309455587392545
5029,FFF004_opa_4,FFF004_opa_9,FFF004,FFF004,4,9,0.24928366762177645
5030,FFF004_opa_4,FFF004_opa_10,FFF004,FFF004,4,10,0.08309455587392545
5031,FFF004_opa_4,FFF004_opa_11,FFF004,FFF004,4,11,0.18338108882521487
5032,FFF004_opa_5,FFF004_opa_6,FFF004,FFF004,5,6,0.19484240687679089
5033,FFF004_opa_5,FFF004_opa_7,FFF004,FFF004,5,7,0.24641833810888247
5034,FFF004_opa_5,FFF004_opa_8,FFF004,FFF004,5,8,0.19484240687679089
5035,FFF004_opa_5,FFF004_opa_9,FFF004,FFF004,5,9,0.11174785100286533
5036,FFF004_opa_5,FFF004_opa_10,FFF004,FFF004,5,10,0.19484240687679089
5037,FFF004_opa_5,FFF004_opa_11,FFF004,FFF004,5,11,0.23782234957020054
5038,FFF004_opa_6,FFF004_opa_7,FFF004,FFF004,6,7,0.17478510028653294
5039,FFF004_opa_6,FFF004_opa_8,FFF004,FFF004,6,8,0.0
5040,FFF004_opa_6,FFF004_opa_9,FFF004,FFF004,6,9,0.2063037249283668
5041,FFF004_opa_6,FFF004_opa_10,FFF004,FFF004,6,10,0.0
5042,FFF004_opa_6,FFF004_opa_11,FFF004,FFF004,6,11,0.21203438395415475
5043,FFF004_opa_7,FFF004_opa_8,FFF004,FFF004,7,8,0.17478510028653294
5044,FFF004_opa_7,FFF004_opa_9,FFF004,FFF004,7,9,0.24928366762177645
5045,FFF004_opa_7,FFF004_opa_10,FFF004,FFF004,7,10,0.17478510028653294
5046,FFF004_opa_7,FFF004_opa_11,FFF004,FFF004,7,11,0.18338108882521487
5047,FFF004_opa_8,FFF004_opa_9,FFF004,FFF004,8,9,0.2063037249283668
5048,FFF004_opa_8,FFF004_opa_10,FFF004,FFF004,8,10,0.0
5049,FFF004_opa_8,FFF004_opa_11,FFF004,FFF004,8,11,0.21203438395415475
5050,FFF004_opa_9,FFF004_opa_10,FFF004,FFF004,9,10,0.2063037249283668
5051,FFF004_opa_9,FFF004_opa_11,FFF004,FFF004,9,11,0.2550143266475645
5052,FFF004_opa_10,FFF004_opa_11,FFF004,FFF004,10,11,0.21203438395415475
5053,FFF005_opa_1,FFF005_opa_2,FFF005,FFF005,1,2,0.13753581661891112
5054,FFF005_opa_1,FFF005_opa_3,FFF005,FFF005,1,3,0.16332378223495703
5055,FFF005_opa_1,FFF005_opa_4,FFF005,FFF005,1,4,0.1919770773638968
5056,FFF005_opa_1,FFF005_opa_5,FFF005,FFF005,1,5,0.25214899713467054
5057,FFF005_opa_1,FFF005_opa_6,FFF005,FFF005,1,6,0.19484240687679089
5058,FFF005_opa_1,FFF005_opa_7,FFF005,FFF005,1,7,0.25214899713467054
5059,FFF005_opa_1,FFF005_opa_8,FFF005,FFF005,1,8,0.19484240687679089
5060,FFF005_opa_1,FFF005_opa_9,FFF005,FFF005,1,9,0.1919770773638968
5061,FFF005_opa_1,FFF005_opa_11,FFF005,FFF005,1,11,0.25214899713467054
5062,FFF005_opa_2,FFF005_opa_3,FFF005,FFF005,2,3,0.04011461318051579
5063,FFF005_opa_2,FFF005_opa_4,FFF005,FFF005,2,4,0.20916905444126077
5064,FFF005_opa_2,FFF005_opa_5,FFF005,FFF005,2,5,0.2578796561604585
5065,FFF005_opa_2,FFF005_opa_6,FFF005,FFF005,2,6,0.22063037249283668
5066,FFF005_opa_2,FFF005_opa_7,FFF005,FFF005,2,7,0.23495702005730656
5067,FFF005_opa_2,FFF005_opa_8,FFF005,FFF005,2,8,0.22063037249283668
5068,FFF005_opa_2,FFF005_opa_9,FFF005,FFF005,2,9,0.20916905444126077
5069,FFF005_opa_2,FFF005_opa_11,FFF005,FFF005,2,11,0.2320916905444126
5070,FFF005_opa_3,FFF005_opa_4,FFF005,FFF005,3,4,0.22636103151862463
5071,FFF005_opa_3,FFF005_opa_5,FFF005,FFF005,3,5,0.2292263610315186
5072,FFF005_opa_3,FFF005_opa_6,FFF005,FFF005,3,6,0.25214899713467054
5073,FFF005_opa_3,FFF005_opa_7,FFF005,FFF005,3,7,0.19484240687679089
5074,FFF005_opa_3,FFF005_opa_8,FFF005,FFF005,3,8,0.25214899713467054
5075,FFF005_opa_3,FFF005_opa_9,FFF005,FFF005,3,9,0.22636103151862463
5076,FFF005_opa_3,FFF005_opa_11,FFF005,FFF005,3,11,0.20343839541547282
5077,FFF005_opa_4,FFF005_opa_5,FFF005,FFF005,4,5,0.3065902578796562
5078,FFF005_opa_4,FFF005_opa_6,FFF005,FFF005,4,6,0.22063037249283668
5079,FFF005_opa_4,FFF005_opa_7,FFF005,FFF005,4,7,0.24641833810888247
5080,FFF005_opa_4,FFF005_opa_8,FFF005,FFF005,4,8,0.22063037249283668
5081,FFF005_opa_4,FFF005_opa_9,FFF005,FFF005,4,9,0.0
5082,FFF005_opa_4,FFF005_opa_11,FFF005,FFF005,4,11,0.27793696275071633
5083,FFF005_opa_5,FFF005_opa_6,FFF005,FFF005,5,6,0.24928366762177645
5084,FFF005_opa_5,FFF005_opa_7,FFF005,FFF005,5,7,0.22636103151862463
5085,FFF005_opa_5,FFF005_opa_8,FFF005,FFF005,5,8,0.24928366762177645
5086,FFF005_opa_5,FFF005_opa_9,FFF005,FFF005,5,9,0.3065902578796562
5087,FFF005_opa_5,FFF005_opa_11,FFF005,FFF005,5,11,0.23782234957020054
5088,FFF005_opa_6,FFF005_opa_7,FFF005,FFF005,6,7,0.16332378223495703
5089,FFF005_opa_6,FFF005_opa_8,FFF005,FFF005,6,8,0.0
5090,FFF005_opa_6,FFF005_opa_9,FFF005,FFF005,6,9,0.22063037249283668
5091,FFF005_opa_6,FFF005_opa_11,FFF005,FFF005,6,11,0.2320916905444126
5092,FFF005_opa_7,FFF005_opa_8,FFF005,FFF005,7,8,0.16332378223495703
5093,FFF005_opa_7,FFF005_opa_9,FFF005,FFF005,7,9,0.24641833810888247
5094,FFF005_opa_7,FFF005_opa_11,FFF005,FFF005,7,11,0.166189111747851
5095,FFF005_opa_8,FFF005_opa_9,FFF005,FFF005,8,9,0.22063037249283668
5096,FFF005_opa_8,FFF005_opa_11,FFF005,FFF005,8,11,0.2320916905444126
5097,FFF005_opa_9,FFF005_opa_11,FFF005,FFF005,9,11,0.27793696275071633
5098,FFF007_opa_1,FFF007_opa_2,FFF007,FFF007,1,2,0.0
5099,FFF007_opa_1,FFF007_opa_3,FFF007,FFF007,1,3,0.16045845272206305
5100,FFF007_opa_1,FFF007_opa_4,FFF007,FFF007,1,4,0.13180515759312317
5101,FFF007_opa_1,FFF007_opa_5,FFF007,FFF007,1,5,0.0
5102,FFF007_opa_1,FFF007_opa_6,FFF007,FFF007,1,6,0.20916905444126077
5103,FFF007_opa_1,FFF007_opa_7,FFF007,FFF007,1,7,0.21489971346704873
5104,FFF007_opa_1,FFF007_opa_8,FFF007,FFF007,1,8,0.17478510028653294
5105,FFF007_opa_1,FFF007_opa_9,FFF007,FFF007,1,9,0.17478510028653294
5106,FFF007_opa_1,FFF007_opa_10,FFF007,FFF007,1,10,0.22636103151862463
5107,FFF007_opa_2,FFF007_opa_3,FFF007,FFF007,2,3,0.16045845272206305
5108,FFF007_opa_2,FFF007_opa_4,FFF007,FFF007,2,4,0.13180515759312317
5109,FFF007_opa_2,FFF007_opa_5,FFF007,FFF007,2,5,0.0
5110,FFF007_opa_2,FFF007_opa_6,FFF007,FFF007,2,6,0.20916905444126077
5111,FFF007_opa_2,FFF007_opa_7,FFF007,FFF007,2,7,0.21489971346704873
5112,FFF007_opa_2,FFF007_opa_8,FFF007,FFF007,2,8,0.17478510028653294
5113,FFF007_opa_2,FFF007_opa_9,FFF007,FFF007,2,9,0.17478510028653294
5114,FFF007_opa_2,FFF007_opa_10,FFF007,FFF007,2,10,0.22636103151862463
5115,FFF007_opa_3,FFF007_opa_4,FFF007,FFF007,3,4,0.15186246418338112
5116,FFF007_opa_3,FFF007_opa_5,FFF007,FFF007,3,5,0.16045845272206305
5117,FFF007_opa_3,FFF007_opa_6,FFF007,FFF007,3,6,0.2693409742120344
5118,FFF007_opa_3,FFF007_opa_7,FFF007,FFF007,3,7,0.2292263610315186
5119,FFF007_opa_3,FFF007_opa_8,FFF007,FFF007,3,8,0.17478510028653294
5120,FFF007_opa_3,FFF007_opa_9,FFF007,FFF007,3,9,0.17478510028653294
5121,FFF007_opa_3,FFF007_opa_10,FFF007,FFF007,3,10,0.23782234957020054
5122,FFF007_opa_4,FFF007_opa_5,FFF007,FFF007,4,5,0.13180515759312317
5123,FFF007_opa_4,FFF007_opa_6,FFF007,FFF007,4,6,0.2435530085959885
5124,FFF007_opa_4,FFF007_opa_7,FFF007,FFF007,4,7,0.21203438395415475
5125,FFF007_opa_4,FFF007_opa_8,FFF007,FFF007,4,8,0.13753581661891112
5126,FFF007_opa_4,FFF007_opa_9,FFF007,FFF007,4,9,0.13753581661891112
5127,FFF007_opa_4,FFF007_opa_10,FFF007,FFF007,4,10,0.22349570200573066
5128,FFF007_opa_5,FFF007_opa_6,FFF007,FFF007,5,6,0.20916905444126077
5129,FFF007_opa_5,FFF007_opa_7,FFF007,FFF007,5,7,0.21489971346704873
5130,FFF007_opa_5,FFF007_opa_8,FFF007,FFF007,5,8,0.17478510028653294
5131,FFF007_opa_5,FFF007_opa_9,FFF007,FFF007,5,9,0.17478510028653294
5132,FFF007_opa_5,FFF007_opa_10,FFF007,FFF007,5,10,0.22636103151862463
5133,FFF007_opa_6,FFF007_opa_7,FFF007,FFF007,6,7,0.2578796561604585
5134,FFF007_opa_6,FFF007_opa_8,FFF007,FFF007,6,8,0.2578796561604585
5135,FFF007_opa_6,FFF007_opa_9,FFF007,FFF007,6,9,0.2578796561604585
5136,FFF007_opa_6,FFF007_opa_10,FFF007,FFF007,6,10,0.2808022922636103
5137,FFF007_opa_7,FFF007_opa_8,FFF007,FFF007,7,8,0.2063037249283668
5138,FFF007_opa_7,FFF007_opa_9,FFF007,FFF007,7,9,0.2063037249283668
5139,FFF007_opa_7,FFF007_opa_10,FFF007,FFF007,7,10,0.08595988538681953
5140,FFF007_opa_8,FFF007_opa_9,FFF007,FFF007,8,9,0.0
5141,FFF007_opa_8,FFF007_opa_10,FFF007,FFF007,8,10,0.17478510028653294
5142,FFF007_opa_9,FFF007_opa_10,FFF007,FFF007,9,10,0.17478510028653294
5143,FFF012_opa_6,FFF012_opa_7,FFF012,FFF012,6,7,0.18624641833810884
5144,FFF012_opa_6,FFF012_opa_10,FFF012,FFF012,6,10,0.16332378223495703
5145,FFF012_opa_6,FFF012_opa_11,FFF012,FFF012,6,11,0.21489971346704873
5146,FFF012_opa_7,FFF012_opa_10,FFF012,FFF012,7,10,0.20916905444126077
5147,FFF012_opa_7,FFF012_opa_11,FFF012,FFF012,7,11,0.26361031518624645
5148,FFF012_opa_10,FFF012_opa_11,FFF012,FFF012,10,11,0.2550143266475645
5149,FFF017_opa_1,FFF017_opa_2,FFF017,FFF017,1,2,0.2320916905444126
5150,FFF017_opa_1,FFF017_opa_5,FFF017,FFF017,1,5,0.014326647564469885
5151,FFF017_opa_1,FFF017_opa_6,FFF017,FFF017,1,6,0.24068767908309452
5152,FFF017_opa_1,FFF017_opa_9,FFF017,FFF017,1,9,0.22349570200573066
5153,FFF017_opa_2,FFF017_opa_5,FFF017,FFF017,2,5,0.2292263610315186
5154,FFF017_opa_2,FFF017_opa_6,FFF017,FFF017,2,6,0.16045845272206305
5155,FFF017_opa_2,FFF017_opa_9,FFF017,FFF017,2,9,0.13180515759312317
5156,FFF017_opa_5,FFF017_opa_6,FFF017,FFF017,5,6,0.23495702005730656
5157,FFF017_opa_5,FFF017_opa_9,FFF017,FFF017,5,9,0.22063037249283668
5158,FFF017_opa_6,FFF017_opa_9,FFF017,FFF017,6,9,0.1805157593123209
5159,FFF024_opa_1,FFF024_opa_2,FFF024,FFF024,1,2,0.21489971346704873
5160,FFF024_opa_1,FFF024_opa_3,FFF024,FFF024,1,3,0.22636103151862463
5161,FFF024_opa_1,FFF024_opa_4,FFF024,FFF024,1,4,0.23495702005730656
5162,FFF024_opa_1,FFF024_opa_5,FFF024,FFF024,1,5,0.25214899713467054
5163,FFF024_opa_1,FFF024_opa_6,FFF024,FFF024,1,6,0.2578796561604585
5164,FFF024_opa_1,FFF024_opa_7,FFF024,FFF024,1,7,0.16332378223495703
5165,FFF024_opa_1,FFF024_opa_8,FFF024,FFF024,1,8,0.23782234957020054
5166,FFF024_opa_1,FFF024_opa_9,FFF024,FFF024,1,9,0.0
5167,FFF024_opa_1,FFF024_opa_10,FFF024,FFF024,1,10,0.24641833810888247
5168,FFF024_opa_1,FFF024_opa_11,FFF024,FFF024,1,11,0.21489971346704873
5169,FFF024_opa_2,FFF024_opa_3,FFF024,FFF024,2,3,0.16045845272206305
5170,FFF024_opa_2,FFF024_opa_4,FFF024,FFF024,2,4,0.20916905444126077
5171,FFF024_opa_2,FFF024_opa_5,FFF024,FFF024,2,5,0.2435530085959885
5172,FFF024_opa_2,FFF024_opa_6,FFF024,FFF024,2,6,0.16332378223495703
5173,FFF024_opa_2,FFF024_opa_7,FFF024,FFF024,2,7,0.23782234957020054
5174,FFF024_opa_2,FFF024_opa_8,FFF024,FFF024,2,8,0.21489971346704873
5175,FFF024_opa_2,FFF024_opa_9,FFF024,FFF024,2,9,0.21489971346704873
5176,FFF024_opa_2,FFF024_opa_10,FFF024,FFF024,2,10,0.14899713467048714
5177,FFF024_opa_2,FFF024_opa_11,FFF024,FFF024,2,11,0.0
5178,FFF024_opa_3,FFF024_opa_4,FFF024,FFF024,3,4,0.2177650429799427
5179,FFF024_opa_3,FFF024_opa_5,FFF024,FFF024,3,5,0.2550143266475645
5180,FFF024_opa_3,FFF024_opa_6,FFF024,FFF024,3,6,0.10028653295128942
5181,FFF024_opa_3,FFF024_opa_7,FFF024,FFF024,3,7,0.2292263610315186
5182,FFF024_opa_3,FFF024_opa_8,FFF024,FFF024,3,8,0.22349570200573066
5183,FFF024_opa_3,FFF024_opa_9,FFF024,FFF024,3,9,0.22636103151862463
5184,FFF024_opa_3,FFF024_opa_10,FFF024,FFF024,3,10,0.1146131805157593
5185,FFF024_opa_3,FFF024_opa_11,FFF024,FFF024,3,11,0.16045845272206305
5186,FFF024_opa_4,FFF024_opa_5,FFF024,FFF024,4,5,0.06017191977077363
5187,FFF024_opa_4,FFF024_opa_6,FFF024,FFF024,4,6,0.19484240687679089
5188,FFF024_opa_4,FFF024_opa_7,FFF024,FFF024,4,7,0.24928366762177645
5189,FFF024_opa_4,FFF024_opa_8,FFF024,FFF024,4,8,0.008595988538681931
5190,FFF024_opa_4,FFF024_opa_9,FFF024,FFF024,4,9,0.23495702005730656
5191,FFF024_opa_4,FFF024_opa_10,FFF024,FFF024,4,10,0.20343839541547282
5192,FFF024_opa_4,FFF024_opa_11,FFF024,FFF024,4,11,0.20916905444126077
