,chromosome_metadata,strand,start_cr,stop_cr,start_term,stop_term,start_metadata,stop,n_terminus,id,in_frame,lcb_num,ref_lcb_start,ref_lcb_stop,ref_lcb_strand,query_lcb_start,query_lcb_stop,query_lcb_strand,length_ratio,start_reordered,start_reordered_flipped,strand_flipped,strain,locus,chromosome_prokka,gene,locus_tag,source,start_prokka,end
1347,NZ_CP034022.1,1,1580458.0,1580473.0,1581169.0,1581187.0,1580435.0,1581186.0,1580487.0,FQ36_opa_9,0.0,3.0,1109267.0,1594577.0,1.0,1153642.0,1642012.0,1.0,0.9937342588611094,1533386.0,1533386.0,1.0,FQ36,I,gnl|X|FQ36_1,piiC_9,FQ36_01611,prokka,1580517.0,1581186.0
1348,NZ_CP034022.1,-1,1902502.0,1902572.0,1901755.0,1901773.0,1901756.0,1902596.0,1902488.0,FQ36_opa_10,1.0,4.0,1602520.0,2155339.0,1.0,1672318.0,2218771.0,1.0,1.0116496752694193,1834631.0,1834631.0,-1.0,FQ36,J,gnl|X|FQ36_1,piiC_10,FQ36_01964,prokka,1901756.0,1902596.0
1349,NZ_CP034022.1,-1,2108752.0,2108792.0,2108017.0,2108035.0,2108018.0,2108817.0,2108738.0,FQ36_opa_11,0.0,4.0,1602520.0,2155339.0,1.0,1672318.0,2218771.0,1.0,1.0116496752694193,2043296.0,2043296.0,-1.0,FQ36,K,gnl|X|FQ36_1,piiC_11,FQ36_02165,prokka,2108018.0,2108708.0
1350,NZ_CP034020.1,-1,70275.0,70360.0,69543.0,69561.0,69544.0,70385.0,70261.0,FQ48_opa_1,0.0,0.0,1.0,187651.0,1.0,1.0,187960.0,1.0,0.9983560244521412,69430.0,69430.0,-1.0,FQ48,A,gnl|X|FQ48_1,piiC_1,FQ48_00060,prokka,69544.0,70231.0
1351,NZ_CP034020.1,-1,76482.0,76518.0,75801.0,75819.0,75802.0,76544.0,76468.0,FQ48_opa_2,0.0,0.0,1.0,187651.0,1.0,1.0,187960.0,1.0,0.9983560244521412,75677.0,75677.0,-1.0,FQ48,B,gnl|X|FQ48_1,piiC_2,FQ48_00063,prokka,75802.0,76426.0
1352,NZ_CP034020.1,-1,299720.0,299755.0,298991.0,299009.0,298992.0,299780.0,299706.0,FQ48_opa_3,0.0,5.0,1220952.0,1599134.0,1.0,235478.0,614922.0,-1.0,0.9966740810238138,1284255.0,1535831.0,1.0,FQ48,I,gnl|X|FQ48_1,piiC_3,FQ48_00309,prokka,298992.0,299676.0
1353,NZ_CP034020.1,-1,349176.0,349221.0,348441.0,348459.0,348442.0,349245.0,349162.0,FQ48_opa_4,0.0,5.0,1220952.0,1599134.0,1.0,235478.0,614922.0,-1.0,0.9966740810238138,1333540.0,1486546.0,1.0,FQ48,H,gnl|X|FQ48_1,piiC_4,FQ48_00354,prokka,348442.0,349132.0
1354,NZ_CP034020.1,1,404698.0,404783.0,405488.0,405506.0,404674.0,405505.0,404797.0,FQ48_opa_5,1.0,5.0,1220952.0,1599134.0,1.0,235478.0,614922.0,-1.0,0.9966740810238138,1389585.0,1430501.0,-1.0,FQ48,G,gnl|X|FQ48_1,piiC_5,FQ48_00412,prokka,404674.0,405505.0
1355,NZ_CP034020.1,-1,603719.0,603769.0,602951.0,602969.0,602952.0,603794.0,603705.0,FQ48_opa_6,0.0,5.0,1220952.0,1599134.0,1.0,235478.0,614922.0,-1.0,0.9966740810238138,1587204.0,1232882.0,1.0,FQ48,F,gnl|X|FQ48_1,piiC_6,FQ48_00606,prokka,602952.0,603675.0
1356,NZ_CP034020.1,-1,663785.0,663835.0,663071.0,663089.0,663072.0,663858.0,663771.0,FQ48_opa_7,1.0,1.0,187652.0,1065425.0,1.0,634453.0,1581789.0,-1.0,0.9265698759468656,214170.0,1038907.0,1.0,FQ48,E,gnl|X|FQ48_1,piiC_7,FQ48_00682,prokka,663072.0,663858.0
1357,NZ_CP034020.1,1,704489.0,704559.0,705279.0,705297.0,704464.0,705296.0,704573.0,FQ48_opa_8,0.0,1.0,187652.0,1065425.0,1.0,634453.0,1581789.0,-1.0,0.9265698759468656,252522.0,1000555.0,-1.0,FQ48,D,gnl|X|FQ48_1,piiC_8,FQ48_00727,prokka,704603.0,705296.0
1358,NZ_CP034020.1,-1,782614.0,782654.0,781846.0,781864.0,781847.0,782679.0,782600.0,FQ48_opa_9,0.0,1.0,187652.0,1065425.0,1.0,634453.0,1581789.0,-1.0,0.9265698759468656,324223.0,928854.0,1.0,FQ48,C,gnl|X|FQ48_1,piiC_9,FQ48_00812,prokka,781847.0,782570.0
1359,NZ_CP034020.1,1,2006315.0,2006380.0,2007103.0,2007121.0,2006291.0,2007120.0,2006394.0,FQ48_opa_10,0.0,7.0,1717283.0,1852432.0,1.0,1986170.0,2121192.0,-1.0,1.0009405874598214,1737423.0,1832292.0,-1.0,FQ48,J,gnl|X|FQ48_1,piiC_10,FQ48_02069,prokka,2006286.0,2007120.0
1360,NZ_CP034018.1,-1,71120.0,71180.0,70373.0,70391.0,70374.0,71205.0,71106.0,FQ82_opa_1,1.0,0.0,1.0,1070313.0,1.0,1.0,1137726.0,1.0,0.9407475444417588,66204.0,66204.0,-1.0,FQ82,A,gnl|X|FQ82_1,piiC_1,FQ82_00063,prokka,70374.0,71205.0
1361,NZ_CP034018.1,-1,76489.0,76539.0,75727.0,75745.0,75728.0,76564.0,76475.0,FQ82_opa_2,0.0,0.0,1.0,1070313.0,1.0,1.0,1137726.0,1.0,0.9407475444417588,71241.0,71241.0,-1.0,FQ82,B,gnl|X|FQ82_1,piiC_2,FQ82_00066,prokka,75728.0,76445.0
1362,NZ_CP034018.1,1,986477.0,986512.0,987217.0,987235.0,986452.0,987234.0,986526.0,FQ82_opa_3,0.0,0.0,1.0,1070313.0,1.0,1.0,1137726.0,1.0,0.9407475444417588,928002.0,928002.0,1.0,FQ82,C,gnl|X|FQ82_1,piiC_3,FQ82_01003,prokka,986556.0,987234.0
1363,NZ_CP034018.1,-1,1064082.0,1064137.0,1063326.0,1063344.0,1063327.0,1064162.0,1064068.0,FQ82_opa_4,0.0,0.0,1.0,1070313.0,1.0,1.0,1137726.0,1.0,0.9407475444417588,1000322.0,1000322.0,-1.0,FQ82,D,gnl|X|FQ82_1,piiC_4,FQ82_01085,prokka,1063327.0,1064038.0
1364,NZ_CP034018.1,1,1104533.0,1104568.0,1105269.0,1105287.0,1104508.0,1105286.0,1104582.0,FQ82_opa_5,0.0,0.0,1.0,1070313.0,1.0,1.0,1137726.0,1.0,0.9407475444417588,1039063.0,1039063.0,1.0,FQ82,E,,,,,,
1365,NZ_CP034018.1,1,1277041.0,1277081.0,1277801.0,1277819.0,1277016.0,1277818.0,1277095.0,FQ82_opa_6,0.0,2.0,1109885.0,1594855.0,1.0,1154659.0,1638708.0,1.0,1.0019026999332712,1232475.0,1232475.0,1.0,FQ82,F,gnl|X|FQ82_1,piiC_5,FQ82_01310,prokka,1277125.0,1277818.0
1366,NZ_CP034018.1,-1,1475249.0,1475264.0,1474490.0,1474508.0,1474491.0,1475288.0,1475235.0,FQ82_opa_7,0.0,2.0,1109885.0,1594855.0,1.0,1154659.0,1638708.0,1.0,1.0019026999332712,1430326.0,1430326.0,-1.0,FQ82,G,gnl|X|FQ82_1,piiC_6,FQ82_01503,prokka,1474491.0,1475205.0
1367,NZ_CP034018.1,1,1528515.0,1528565.0,1529264.0,1529282.0,1528490.0,1529281.0,1528579.0,FQ82_opa_8,0.0,2.0,1109885.0,1594855.0,1.0,1154659.0,1638708.0,1.0,1.0019026999332712,1484427.0,1484427.0,1.0,FQ82,H,gnl|X|FQ82_1,piiC_7,FQ82_01557,prokka,1528609.0,1529281.0
1368,NZ_CP034018.1,1,1577983.0,1577993.0,1578713.0,1578731.0,1577958.0,1578730.0,1578007.0,FQ82_opa_9,0.0,2.0,1109885.0,1594855.0,1.0,1154659.0,1638708.0,1.0,1.0019026999332712,1533989.0,1533989.0,1.0,FQ82,I,gnl|X|FQ82_1,piiC_8,FQ82_01603,prokka,1578037.0,1578730.0
1369,NZ_CP034018.1,-1,1898325.0,1898355.0,1897572.0,1897590.0,1897573.0,1898379.0,1898311.0,FQ82_opa_10,0.0,3.0,1602379.0,2155339.0,1.0,1668666.0,2217835.0,1.0,1.0069031573158718,1832866.0,1832866.0,-1.0,FQ82,J,gnl|X|FQ82_1,piiC_9,FQ82_01955,prokka,1897573.0,1898281.0
1370,NZ_CP034018.1,-1,2101165.0,2101215.0,2100448.0,2100466.0,2100449.0,2101240.0,2101151.0,FQ82_opa_11,0.0,3.0,1602379.0,2155339.0,1.0,1668666.0,2217835.0,1.0,1.0069031573158718,2037143.0,2037143.0,-1.0,FQ82,K,gnl|X|FQ82_1,piiC_10,FQ82_02156,prokka,2100449.0,2101121.0
1371,NZ_CP034016.1,-1,71120.0,71170.0,70373.0,70391.0,70374.0,71195.0,71106.0,FQ84_opa_1,0.0,0.0,1.0,1070313.0,1.0,1.0,1136992.0,1.0,0.941354856810652,66247.0,66247.0,-1.0,FQ84,A,gnl|X|FQ84_1,piiC_1,FQ84_00063,prokka,70374.0,71076.0
1372,NZ_CP034016.1,-1,76479.0,76559.0,75717.0,75735.0,75718.0,76584.0,76465.0,FQ84_opa_2,0.0,0.0,1.0,1070313.0,1.0,1.0,1136992.0,1.0,0.941354856810652,71278.0,71278.0,-1.0,FQ84,B,gnl|X|FQ84_1,piiC_2,FQ84_00066,prokka,75718.0,76435.0
1373,NZ_CP034016.1,1,985178.0,985223.0,985921.0,985939.0,985153.0,985938.0,985237.0,FQ84_opa_3,1.0,0.0,1.0,1070313.0,1.0,1.0,1136992.0,1.0,0.941354856810652,927379.0,927379.0,1.0,FQ84,C,gnl|X|FQ84_1,piiC_3,FQ84_01003,prokka,985722.0,985938.0
1374,NZ_CP034016.1,-1,1063309.0,1063359.0,1062550.0,1062568.0,1062551.0,1063384.0,1063295.0,FQ84_opa_4,0.0,0.0,1.0,1070313.0,1.0,1.0,1136992.0,1.0,0.941354856810652,1000238.0,1000238.0,-1.0,FQ84,D,gnl|X|FQ84_1,piiC_4,FQ84_01085,prokka,1062551.0,1063265.0
1375,NZ_CP034016.1,1,1103755.0,1103785.0,1104490.0,1104508.0,1103730.0,1104507.0,1103799.0,FQ84_opa_5,1.0,0.0,1.0,1070313.0,1.0,1.0,1136992.0,1.0,0.941354856810652,1039002.0,1039002.0,1.0,FQ84,E,gnl|X|FQ84_1,piiC_5,FQ84_01129,prokka,1103730.0,1104507.0
1376,NZ_CP034016.1,1,1276307.0,1276347.0,1277067.0,1277085.0,1276282.0,1277084.0,1276361.0,FQ84_opa_6,0.0,2.0,1109885.0,1594855.0,1.0,1153925.0,1637968.0,1.0,1.0019151191113187,1232476.0,1232476.0,1.0,FQ84,F,gnl|X|FQ84_1,piiC_6,FQ84_01309,prokka,1276391.0,1277084.0
1377,NZ_CP034016.1,-1,1474515.0,1474530.0,1473756.0,1473774.0,1473757.0,1474554.0,1474501.0,FQ84_opa_7,0.0,2.0,1109885.0,1594855.0,1.0,1153925.0,1637968.0,1.0,1.0019151191113187,1430330.0,1430330.0,-1.0,FQ84,G,gnl|X|FQ84_1,piiC_7,FQ84_01502,prokka,1473757.0,1474471.0
1378,NZ_CP034016.1,1,1527781.0,1527826.0,1528525.0,1528543.0,1527756.0,1528542.0,1527840.0,FQ84_opa_8,1.0,2.0,1109885.0,1594855.0,1.0,1153925.0,1637968.0,1.0,1.0019151191113187,1484432.0,1484432.0,1.0,FQ84,H,gnl|X|FQ84_1,piiC_8,FQ84_01556,prokka,1527756.0,1528542.0
1379,NZ_CP034016.1,1,1577244.0,1577254.0,1577974.0,1577992.0,1577219.0,1577991.0,1577268.0,FQ84_opa_9,0.0,2.0,1109885.0,1594855.0,1.0,1153925.0,1637968.0,1.0,1.0019151191113187,1533990.0,1533990.0,1.0,FQ84,I,gnl|X|FQ84_1,piiC_9,FQ84_01602,prokka,1577298.0,1577991.0
1380,NZ_CP034016.1,-1,1897782.0,1897812.0,1897029.0,1897047.0,1897030.0,1897836.0,1897768.0,FQ84_opa_10,0.0,3.0,1602379.0,2155339.0,1.0,1667984.0,2217429.0,1.0,1.0063973646133826,1832890.0,1832890.0,-1.0,FQ84,J,gnl|X|FQ84_1,piiC_10,FQ84_01955,prokka,1897030.0,1897738.0
1381,NZ_CP034016.1,-1,2100647.0,2100687.0,2099909.0,2099927.0,2099910.0,2100712.0,2100633.0,FQ84_opa_11,0.0,3.0,1602379.0,2155339.0,1.0,1667984.0,2217429.0,1.0,1.0063973646133826,2037068.0,2037068.0,-1.0,FQ84,K,gnl|X|FQ84_1,piiC_11,FQ84_02156,prokka,2099910.0,2100603.0
1382,1,-1,70459.0,70524.0,69736.0,69754.0,69737.0,70549.0,70445.0,GCGS0245_opa_1,0.0,0.0,1.0,461006.0,1.0,1.0,459615.0,1.0,1.0030264526319912,69948.0,69948.0,-1.0,GCGS0245,A,gnl|X|GCGS0245_1,piiC_1,GCGS0245_00061,prokka,69737.0,70415.0
1383,1,-1,75817.0,75837.0,75073.0,75091.0,75074.0,75862.0,75803.0,GCGS0245_opa_2,0.0,0.0,1.0,461006.0,1.0,1.0,459615.0,1.0,1.0030264526319912,75301.0,75301.0,-1.0,GCGS0245,B,gnl|X|GCGS0245_1,piiC_2,GCGS0245_00064,prokka,75074.0,75773.0
1384,1,1,923565.0,923645.0,924356.0,924374.0,923539.0,924373.0,923659.0,GCGS0245_opa_3,1.0,2.0,470411.0,1069595.0,1.0,468701.0,1074087.0,1.0,0.9897552966206684,920589.0,920589.0,1.0,GCGS0245,C,gnl|X|GCGS0245_1,piiC_3,GCGS0245_00933,prokka,923539.0,924373.0
1385,1,-1,999081.0,999251.0,998337.0,998355.0,998338.0,999276.0,999067.0,GCGS0245_opa_4,0.0,2.0,470411.0,1069595.0,1.0,468701.0,1074087.0,1.0,0.9897552966206684,994622.0,994622.0,-1.0,GCGS0245,D,gnl|X|GCGS0245_1,piiC_4,GCGS0245_01012,prokka,998338.0,999037.0
1386,1,1,1039692.0,1039772.0,1040486.0,1040504.0,1039667.0,1040503.0,1039786.0,GCGS0245_opa_5,0.0,2.0,470411.0,1069595.0,1.0,468701.0,1074087.0,1.0,0.9897552966206684,1035528.0,1035528.0,1.0,GCGS0245,E,gnl|X|GCGS0245_1,piiC_5,GCGS0245_01057,prokka,1039816.0,1040503.0
1387,1,1,1100650.0,1100730.0,1101436.0,1101454.0,1100625.0,1101453.0,1100745.0,GCGS0245_opa_6,1.0,5.0,1222882.0,1482511.0,1.0,1091561.0,1348118.0,1.0,1.0119739473099545,1232055.0,1232055.0,1.0,GCGS0245,F,gnl|X|GCGS0245_1,piiC_6,GCGS0245_01132,prokka,1100625.0,1101453.0
1388,1,-1,1295171.0,1295236.0,1294427.0,1294445.0,1294428.0,1295260.0,1295157.0,GCGS0245_opa_7,0.0,5.0,1222882.0,1482511.0,1.0,1091561.0,1348118.0,1.0,1.0119739473099545,1428178.0,1428178.0,-1.0,GCGS0245,G,gnl|X|GCGS0245_1,piiC_7,GCGS0245_01315,prokka,1294428.0,1295127.0
1389,1,1,1348548.0,1348593.0,1349298.0,1349316.0,1348523.0,1349315.0,1348607.0,GCGS0245_opa_8,1.0,,,,,,,,,1348523.0,1348523.0,1.0,GCGS0245,,gnl|X|GCGS0245_1,piiC_8,GCGS0245_01368,prokka,1348523.0,1349315.0
1390,1,-1,1671078.0,1671158.0,1670355.0,1670373.0,1670356.0,1671182.0,1671064.0,GCGS0245_opa_9,0.0,8.0,1603501.0,2037663.0,1.0,1441893.0,1878548.0,1.0,0.9942906871557636,1830660.0,1830660.0,-1.0,GCGS0245,J,gnl|X|GCGS0245_1,piiC_9,GCGS0245_01726,prokka,1670356.0,1671034.0
1391,1,-1,1879240.0,1879280.0,1878514.0,1878532.0,1878515.0,1879304.0,1879226.0,GCGS0245_opa_10,1.0,8.0,1603501.0,2037663.0,1.0,1441893.0,1878548.0,1.0,0.9942906871557636,2037630.0,2037630.0,-1.0,GCGS0245,K,gnl|X|GCGS0245_1,piiC_10,GCGS0245_01937,prokka,1878515.0,1879304.0
1392,1,-1,1928457.0,1928552.0,1927725.0,1927743.0,1927726.0,1928577.0,1928443.0,GCGS0245_opa_11,0.0,6.0,1482516.0,1533104.0,1.0,1878785.0,1928845.0,-1.0,1.0105473431881742,1531973.0,1483647.0,1.0,GCGS0245,H,gnl|X|GCGS0245_1,piiC_11,GCGS0245_01983,prokka,1927726.0,1928413.0
1393,1,-1,70245.0,70300.0,69498.0,69516.0,69499.0,70325.0,70231.0,GCGS0276_opa_1,0.0,0.0,1.0,187690.0,1.0,1.0,188944.0,1.0,0.9933630777536082,69038.0,69038.0,-1.0,GCGS0276,A,gnl|X|GCGS0276_1,piiC_1,GCGS0276_00061,prokka,69499.0,70201.0
1394,1,-1,75741.0,75796.0,75003.0,75021.0,75004.0,75821.0,75727.0,GCGS0276_opa_2,0.0,0.0,1.0,187690.0,1.0,1.0,188944.0,1.0,0.9933630777536082,74506.0,74506.0,-1.0,GCGS0276,B,gnl|X|GCGS0276_1,piiC_2,GCGS0276_00064,prokka,75004.0,75697.0
1395,1,-1,568779.0,568829.0,568041.0,568059.0,568042.0,568854.0,568765.0,GCGS0276_opa_3,0.0,2.0,471447.0,1065429.0,1.0,542066.0,1142386.0,-1.0,0.9894422974413646,497149.0,1039727.0,1.0,GCGS0276,E,gnl|X|GCGS0276_1,piiC_3,GCGS0276_00585,prokka,568042.0,568735.0
1396,1,1,609483.0,609538.0,610258.0,610276.0,609458.0,610275.0,609552.0,GCGS0276_opa_4,0.0,2.0,471447.0,1065429.0,1.0,542066.0,1142386.0,-1.0,0.9894422974413646,538127.0,998749.0,-1.0,GCGS0276,D,gnl|X|GCGS0276_1,piiC_4,GCGS0276_00632,prokka,609582.0,610275.0
1397,1,-1,687042.0,687077.0,686331.0,686349.0,686332.0,687102.0,687028.0,GCGS0276_opa_5,0.0,2.0,471447.0,1065429.0,1.0,542066.0,1142386.0,-1.0,0.9894422974413646,614190.0,922686.0,1.0,GCGS0276,C,gnl|X|GCGS0276_1,piiC_5,GCGS0276_00715,prokka,686332.0,686998.0
1398,1,1,1174300.0,1174365.0,1175079.0,1175097.0,1174275.0,1175096.0,1174379.0,GCGS0276_opa_6,0.0,5.0,1222642.0,1594716.0,1.0,1164962.0,1541323.0,1.0,0.9886093405002112,1231849.0,1231849.0,1.0,GCGS0276,F,gnl|X|GCGS0276_1,piiC_6,GCGS0276_01209,prokka,1174409.0,1175096.0
1399,1,-1,1374494.0,1374549.0,1373753.0,1373771.0,1373754.0,1374573.0,1374480.0,GCGS0276_opa_7,1.0,5.0,1222642.0,1594716.0,1.0,1164962.0,1541323.0,1.0,0.9886093405002112,1429056.0,1429056.0,-1.0,GCGS0276,G,gnl|X|GCGS0276_1,piiC_7,GCGS0276_01405,prokka,1373754.0,1374573.0
1400,1,1,1428258.0,1428318.0,1429014.0,1429032.0,1428233.0,1429031.0,1428332.0,GCGS0276_opa_8,1.0,5.0,1222642.0,1594716.0,1.0,1164962.0,1541323.0,1.0,0.9886093405002112,1482914.0,1482914.0,1.0,GCGS0276,H,gnl|X|GCGS0276_1,piiC_8,GCGS0276_01456,prokka,1428233.0,1429031.0
1401,1,1,1477685.0,1477745.0,1478435.0,1478453.0,1477660.0,1478452.0,1477759.0,GCGS0276_opa_9,1.0,5.0,1222642.0,1594716.0,1.0,1164962.0,1541323.0,1.0,0.9886093405002112,1531778.0,1531778.0,1.0,GCGS0276,I,gnl|X|GCGS0276_1,piiC_9,GCGS0276_01501,prokka,1477660.0,1478452.0
1402,1,1,1736637.0,1736687.0,1737407.0,1737425.0,1736612.0,1737424.0,1736701.0,GCGS0276_opa_10,0.0,7.0,1716940.0,2038544.0,1.0,1736500.0,2064458.0,-1.0,0.9806255679080856,1717050.0,2038434.0,-1.0,GCGS0276,K,gnl|X|GCGS0276_1,piiC_10,GCGS0276_01791,prokka,1736731.0,1737424.0
1403,1,1,1949145.0,1949190.0,1949901.0,1949919.0,1949121.0,1949918.0,1949204.0,GCGS0276_opa_11,0.0,7.0,1716940.0,2038544.0,1.0,1736500.0,2064458.0,-1.0,0.9806255679080856,1925442.0,1830042.0,-1.0,GCGS0276,J,gnl|X|GCGS0276_1,piiC_11,GCGS0276_01997,prokka,1949234.0,1949918.0
1404,1,-1,70946.0,70971.0,70208.0,70226.0,70209.0,70996.0,70932.0,GCGS0306_opa_1,0.0,0.0,1.0,187691.0,1.0,1.0,187854.0,1.0,0.9991323002560512,70148.0,70148.0,-1.0,GCGS0306,A,gnl|X|GCGS0306_1,piiC_1,GCGS0306_00063,prokka,70209.0,70902.0
1405,1,-1,76405.0,76460.0,75676.0,75694.0,75677.0,76485.0,76391.0,GCGS0306_opa_2,0.0,0.0,1.0,187691.0,1.0,1.0,187854.0,1.0,0.9991323002560512,75611.0,75611.0,-1.0,GCGS0306,B,gnl|X|GCGS0306_1,piiC_2,GCGS0306_00066,prokka,75677.0,76361.0
1406,1,-1,565905.0,565970.0,565164.0,565182.0,565165.0,565995.0,565891.0,GCGS0306_opa_3,0.0,2.0,471787.0,1066545.0,1.0,538473.0,1138152.0,-1.0,0.991793943092888,498260.0,1040072.0,1.0,GCGS0306,E,gnl|X|GCGS0306_1,piiC_3,GCGS0306_00577,prokka,565165.0,565861.0
1407,1,1,605205.0,605255.0,605975.0,605993.0,605180.0,605992.0,605269.0,GCGS0306_opa_4,0.0,2.0,471787.0,1066545.0,1.0,538473.0,1138152.0,-1.0,0.991793943092888,537947.0,1000385.0,-1.0,GCGS0306,D,gnl|X|GCGS0306_1,piiC_4,GCGS0306_00619,prokka,605299.0,605992.0
1408,1,-1,683031.0,683071.0,682311.0,682329.0,682312.0,683096.0,683017.0,GCGS0306_opa_5,0.0,2.0,471787.0,1066545.0,1.0,538473.0,1138152.0,-1.0,0.991793943092888,614446.0,923886.0,1.0,GCGS0306,C,gnl|X|GCGS0306_1,piiC_5,GCGS0306_00702,prokka,682312.0,682987.0
1409,1,1,1169065.0,1169110.0,1169791.0,1169809.0,1169040.0,1169808.0,1169124.0,GCGS0306_opa_6,1.0,6.0,1222812.0,1594541.0,1.0,1159910.0,1535480.0,1.0,0.9897728785579252,1231849.0,1231849.0,1.0,GCGS0306,F,gnl|X|GCGS0306_1,piiC_6,GCGS0306_01196,prokka,1169040.0,1169808.0
1410,1,-1,1368908.0,1368938.0,1368170.0,1368188.0,1368171.0,1368962.0,1368894.0,GCGS0306_opa_7,0.0,6.0,1222812.0,1594541.0,1.0,1159910.0,1535480.0,1.0,0.9897728785579252,1428943.0,1428943.0,-1.0,GCGS0306,G,gnl|X|GCGS0306_1,piiC_7,GCGS0306_01393,prokka,1368171.0,1368864.0
1411,1,1,1421988.0,1422028.0,1422730.0,1422748.0,1421963.0,1422747.0,1422042.0,GCGS0306_opa_8,0.0,6.0,1222812.0,1594541.0,1.0,1159910.0,1535480.0,1.0,0.9897728785579252,1482185.0,1482185.0,1.0,GCGS0306,H,gnl|X|GCGS0306_1,piiC_8,GCGS0306_01444,prokka,1422072.0,1422747.0
1412,1,1,1472129.0,1472174.0,1472855.0,1472873.0,1472104.0,1472872.0,1472188.0,GCGS0306_opa_9,1.0,6.0,1222812.0,1594541.0,1.0,1159910.0,1535480.0,1.0,0.9897728785579252,1531813.0,1531813.0,1.0,GCGS0306,I,gnl|X|GCGS0306_1,piiC_9,GCGS0306_01490,prokka,1472104.0,1472872.0
1413,1,1,1731631.0,1731671.0,1732373.0,1732391.0,1731606.0,1732390.0,1731685.0,GCGS0306_opa_10,0.0,8.0,1717283.0,2044893.0,1.0,1724827.0,2051119.0,-1.0,1.004039326738014,1724089.0,2038087.0,-1.0,GCGS0306,K,gnl|X|GCGS0306_1,piiC_10,GCGS0306_01780,prokka,1731715.0,1732390.0
1414,1,1,1936010.0,1936060.0,1936780.0,1936798.0,1935986.0,1936797.0,1936074.0,GCGS0306_opa_11,0.0,8.0,1717283.0,2044893.0,1.0,1724827.0,2051119.0,-1.0,1.004039326738014,1929295.0,1832881.0,-1.0,GCGS0306,J,gnl|X|GCGS0306_1,piiC_11,GCGS0306_01984,prokka,1936104.0,1936797.0
1415,1,-1,68668.0,68683.0,67936.0,67954.0,67937.0,68708.0,68654.0,GCGS0313_opa_1,1.0,0.0,1.0,1109487.0,1.0,1.0,1175930.0,1.0,0.9434974390460648,64098.0,64098.0,-1.0,GCGS0313,A,gnl|X|GCGS0313_1,piiC_1,GCGS0313_00062,prokka,67937.0,68708.0
1416,1,-1,74395.0,74420.0,73660.0,73678.0,73661.0,74445.0,74381.0,GCGS0313_opa_2,0.0,0.0,1.0,1109487.0,1.0,1.0,1175930.0,1.0,0.9434974390460648,69499.0,69499.0,-1.0,GCGS0313,B,gnl|X|GCGS0313_1,piiC_2,GCGS0313_00066,prokka,73661.0,74351.0
1417,1,1,984546.0,984591.0,985299.0,985317.0,984521.0,985316.0,984605.0,GCGS0313_opa_3,1.0,0.0,1.0,1109487.0,1.0,1.0,1175930.0,1.0,0.9434974390460648,928893.0,928893.0,1.0,GCGS0313,C,gnl|X|GCGS0313_1,piiC_3,GCGS0313_01003,prokka,984521.0,985316.0
1418,1,-1,1062527.0,1062602.0,1061795.0,1061813.0,1061796.0,1062625.0,1062513.0,GCGS0313_opa_4,0.0,0.0,1.0,1109487.0,1.0,1.0,1175930.0,1.0,0.9434974390460648,1001802.0,1001802.0,-1.0,GCGS0313,D,gnl|X|GCGS0313_1,piiC_4,GCGS0313_01085,prokka,1061796.0,1062483.0
1419,1,1,1103292.0,1103347.0,1104061.0,1104079.0,1103267.0,1104078.0,1103361.0,GCGS0313_opa_5,0.0,0.0,1.0,1109487.0,1.0,1.0,1175930.0,1.0,0.9434974390460648,1040930.0,1040930.0,1.0,GCGS0313,E,gnl|X|GCGS0313_1,piiC_5,GCGS0313_01132,prokka,1103391.0,1104078.0
1420,1,1,1185641.0,1185691.0,1186408.0,1186426.0,1185618.0,1186425.0,1185705.0,GCGS0313_opa_6,1.0,3.0,1222597.0,1260586.0,1.0,1176134.0,1214785.0,1.0,0.9828723707019223,1231919.0,1231919.0,1.0,GCGS0313,F,gnl|X|GCGS0313_1,piiC_6,GCGS0313_01229,prokka,1185618.0,1186425.0
1421,1,-1,1496795.0,1496875.0,1496063.0,1496081.0,1496064.0,1496899.0,1496781.0,GCGS0313_opa_7,0.0,4.0,1261036.0,1599155.0,1.0,1327881.0,1664237.0,1.0,1.0052414703468944,1430101.0,1430101.0,-1.0,GCGS0313,G,gnl|X|GCGS0313_1,piiC_7,GCGS0313_01533,prokka,1496064.0,1496751.0
1422,1,1,1550160.0,1550305.0,1551022.0,1551040.0,1550137.0,1551039.0,1550319.0,GCGS0313_opa_8,0.0,4.0,1261036.0,1599155.0,1.0,1327881.0,1664237.0,1.0,1.0052414703468944,1484457.0,1484457.0,1.0,GCGS0313,H,gnl|X|GCGS0313_1,piiC_8,GCGS0313_01589,prokka,1550349.0,1551039.0
1423,1,1,1600287.0,1600297.0,1601011.0,1601029.0,1600264.0,1601028.0,1600311.0,GCGS0313_opa_9,0.0,4.0,1261036.0,1599155.0,1.0,1327881.0,1664237.0,1.0,1.0052414703468944,1534847.0,1534847.0,1.0,GCGS0313,I,gnl|X|GCGS0313_1,piiC_9,GCGS0313_01637,prokka,1600341.0,1601028.0
1424,1,-1,1897036.0,1897101.0,1896289.0,1896307.0,1896290.0,1897125.0,1897022.0,GCGS0313_opa_10,0.0,6.0,1660291.0,2155339.0,1.0,1725047.0,2217107.0,1.0,1.00607243019144,1832574.0,1832574.0,-1.0,GCGS0313,J,gnl|X|GCGS0313_1,piiC_10,GCGS0313_01960,prokka,1896290.0,1897130.0
